t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -8308707 -5460722
50 -4668173 -1 379733827 101 -7848120 -5753389
100 -4668173 -1 379733827 101 -7376463 -6026022
150 -4668173 -1 379733827 101 -6895522 -6277983
200 -4668173 -1 379733827 101 -6407136 -6508934
250 -4668173 -1 379733827 101 -5913136 -6718828
300 -4668173 -1 379733827 101 -5415292 -6907890
350 -4668173 -1 379733827 101 -4915264 -7076579
400 -4668173 -1 379733827 101 -4414572 -7225552
450 -4668173 -1 379733826 101 -3914570 -7355616
500 -4668173 -1 379733826 101 -3416444 -7467687
550 -4668173 -1 379733826 101 -2921205 -7562752
600 -4668173 -1 379733826 101 -2429699 -7641833
650 -4668173 -1 379733826 101 -1942618 -7705961
700 -4668173 -1 379733826 101 -1460516 -7756155
750 -4668173 -1 379733826 101 -983822 -7793401
800 -4668173 -1 379733826 101 -512860 -7818646
850 -4668173 -1 379733826 101 -47863 -7832787
900 -4668173 -1 379733825 101 411016 -7836669
950 -4668173 -1 379733825 101 863685 -7831078
1000 -4668173 -1 379733825 101 1310107 -7816750
1050 -4668173 -1 379733825 101 1750284 -7794361
1100 -4668173 -1 379733825 101 2184258 -7764539
1150 -4668173 -1 379733825 101 2612094 -7727862
1200 -4668173 -1 379733824 101 3033880 -7684860
1250 -4668173 -1 379733824 101 3449721 -7636020
1300 -4668173 -1 379733824 101 3859732 -7581791
1350 -4668173 -1 379733824 101 4264040 -7522582
1400 -4668173 -1 379733824 101 4662775 -7458771
1450 -4668173 -1 379733823 101 5056074 -7390703
1500 -4668173 -1 379733823 101 5444074 -7318695
1550 -4668173 -1 379733823 101 5826912 -7243038
1600 -4668173 -1 379733823 101 6204728 -7164000
1650 -4668173 -1 379733823 101 6577657 -7081826
1700 -4668173 -1 379733822 101 6945834 -6996744
1750 -4668173 -1 379733822 101 7309392 -6908961
1800 -4668173 -1 379733822 101 7668458 -6818668
1850 -4668173 -1 379733821 101 8023159 -6726043
1900 -4668173 -1 379733821 101 8373617 -6631250
1950 -4668173 -1 379733821 101 8719951 -6534439
2000 -4668173 -1 379733821 101 9062275 -6435749
2050 -4668173 -1 379733820 101 9400703 -6335310
2100 -4668173 -1 379733820 101 9735340 -6233241
2150 -4668173 -1 379733820 101 10066292 -6129654
2200 -4668173 -1 379733819 101 10393659 -6024651
2250 -4668173 -1 379733819 101 10717539 -5918327
2300 -4668173 -1 379733819 101 11038024 -5810773
2350 -4668173 -1 379733818 101 11355206 -5702070
2400 -4668173 -1 379733818 101 11669171 -5592296
2450 -4668173 -1 379733818 101 11980004 -5481523
2500 -4668173 -1 379733817 101 12287785 -5369818
2550 -4668173 -1 379733817 101 12592594 -5257242
2600 -4668173 -1 379733816 101 12894504 -5143856
2650 -4668173 -1 379733816 101 13193590 -5029713
2700 -4668173 -1 379733816 101 13489920 -4914864
2750 -4668173 -1 379733815 101 13783563 -4799359
2800 -4668173 -1 379733815 101 14074584 -4683241
2850 -4668173 -1 379733814 101 14363046 -4566552
2900 -4668173 -1 379733814 101 14649010 -4449334
2950 -4668173 -1 379733813 101 14932533 -4331621
3000 -4668173 -1 379733813 101 15213674 -4213450
3050 -4668173 -1 379733813 101 15492486 -4094854
3100 -4668173 -1 379733812 101 15769022 -3975863
3150 -4668173 -1 379733812 101 16043334 -3856506
3200 -4668173 -1 379733811 101 16315471 -3736810
3250 -4668173 -1 379733811 101 16585480 -3616803
3300 -4668173 -1 379733810 101 16853408 -3496507
