t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -8308707 -5460722
50 -4668173 -1 379733827 101 -7848287 -5753278
100 -4668173 -1 379733827 101 -7376795 -6025800
150 -4668173 -1 379733827 101 -6896018 -6277650
200 -4668173 -1 379733827 101 -6407794 -6508490
250 -4668173 -1 379733827 101 -5913953 -6718272
300 -4668173 -1 379733827 101 -5416265 -6907220
350 -4668173 -1 379733827 101 -4916390 -7075792
400 -4668173 -1 379733827 101 -4415846 -7224644
450 -4668173 -1 379733826 101 -3915991 -7354582
500 -4668173 -1 379733826 101 -3418008 -7466520
550 -4668173 -1 379733826 101 -2922910 -7561445
600 -4668173 -1 379733826 101 -2431544 -7640379
650 -4668173 -1 379733826 101 -1944603 -7704353
700 -4668173 -1 379733826 101 -1462640 -7754383
750 -4668173 -1 379733826 101 -986088 -7791457
800 -4668173 -1 379733826 101 -515268 -7816522
850 -4668173 -1 379733826 101 -50416 -7830474
900 -4668173 -1 379733825 101 408315 -7834159
950 -4668173 -1 379733825 101 860831 -7828363
1000 -4668173 -1 379733825 101 1307096 -7813822
1050 -4668173 -1 379733825 101 1747112 -7791213
1100 -4668173 -1 379733825 101 2180920 -7761165
1150 -4668173 -1 379733825 101 2608584 -7724254
1200 -4668173 -1 379733824 101 3030193 -7681012
1250 -4668173 -1 379733824 101 3445850 -7631927
1300 -4668173 -1 379733824 101 3855672 -7577446
1350 -4668173 -1 379733824 101 4259785 -7517981
1400 -4668173 -1 379733824 101 4658319 -7453909
1450 -4668173 -1 379733823 101 5051410 -7385576
1500 -4668173 -1 379733823 101 5439195 -7313299
1550 -4668173 -1 379733823 101 5821813 -7237369
1600 -4668173 -1 379733823 101 6199402 -7158055
1650 -4668173 -1 379733823 101 6572099 -7075602
1700 -4668173 -1 379733822 101 6940037 -6990238
1750 -4668173 -1 379733822 101 7303349 -6902169
1800 -4668173 -1 379733822 101 7662164 -6811590
1850 -4668173 -1 379733821 101 8016607 -6718676
1900 -4668173 -1 379733821 101 8366802 -6623591
1950 -4668173 -1 379733821 101 8712866 -6526486
2000 -4668173 -1 379733821 101 9054916 -6427502
2050 -4668173 -1 379733820 101 9393063 -6326766
2100 -4668173 -1 379733820 101 9727414 -6224400
2150 -4668173 -1 379733820 101 10058074 -6120514
2200 -4668173 -1 379733819 101 10385144 -6015212
2250 -4668173 -1 379733819 101 10708720 -5908588
2300 -4668173 -1 379733819 101 11028898 -5800733
2350 -4668173 -1 379733818 101 11345766 -5691729
2400 -4668173 -1 379733818 101 11659413 -5581653
2450 -4668173 -1 379733818 101 11969923 -5470577
2500 -4668173 -1 379733817 101 12277376 -5358568
2550 -4668173 -1 379733817 101 12581851 -5245690
2600 -4668173 -1 379733816 101 12883424 -5132000
2650 -4668173 -1 379733816 101 13182167 -5017553
2700 -4668173 -1 379733816 101 13478151 -4902402
2750 -4668173 -1 379733815 101 13771442 -4786593
2800 -4668173 -1 379733815 101 14062107 -4670172
2850 -4668173 -1 379733814 101 14350209 -4553180
2900 -4668173 -1 379733814 101 14635808 -4435659
2950 -4668173 -1 379733813 101 14918963 -4317644
3000 -4668173 -1 379733813 101 15199730 -4199171
3050 -4668173 -1 379733813 101 15478165 -4080272
3100 -4668173 -1 379733812 101 15754321 -3960980
3150 -4668173 -1 379733812 101 16028248 -3841322
3200 -4668173 -1 379733811 101 16299996 -3721326
3250 -4668173 -1 379733811 101 16569613 -3601018
3300 -4668173 -1 379733810 101 16837145 -3480423
3350 -4668173 -1 379733810 101 17102637 -3359564
3400 -4668173 -1 379733809 101 17366131 -3238461
3450 -4668173 -1 379733809 101 17627671 -3117136
3500 -4668173 -1 379733808 101 17887295 -2995609
3550 -4668173 -1 379733808 101 18145045 -2873897
3600 -4668173 -1 379733807 101 18400957 -2752017
3650 -4668173 -1 379733806 101 18655069 -2629987
3700 -4668173 -1 379733806 101 18907416 -2507822
3750 -4668173 -1 379733805 101 19158033 -2385536
3800 -4668173 -1 379733805 101 19406954 -2263144
3850 -4668173 -1 379733804 101 19654211 -2140658
3900 -4668173 -1 379733804 101 19899836 -2018091
3950 -4668173 -1 379733803 101 20143860 -1895455
4000 -4668173 -1 379733802 101 20386312 -1772761
4050 -4668173 -1 379733802 101 20627222 -1650020
4100 -4668173 -1 379733801 101 20866617 -1527242
4150 -4668173 -1 379733801 101 21104525 -1404437
4200 -4668173 -1 379733800 101 21340973 -1281614
4250 -4668173 -1 379733799 101 21575986 -1158781
4300 -4668173 -1 379733799 101 21809589 -1035946
4350 -4668173 -1 379733798 101 22041808 -913119
4400 -4668173 -1 379733797 101 22272665 -790305
4450 -4668173 -1 379733797 101 22502185 -667512
4500 -4668173 -1 379733796 101 22730389 -544748
4550 -4668173 -1 379733795 101 22957299 -422017
4600 -4668173 -1 379733795 101 23182937 -299327
4650 -4668173 -1 379733794 101 23407324 -176682
4700 -4668173 -1 379733793 101 23630480 -54090
4750 -4668173 -1 379733793 101 23852425 68446
4800 -4668173 -1 379733792 101 24073178 190920
4850 -4668173 -1 379733791 101 24292757 313327
4900 -4668173 -1 379733790 101 24511182 435663
4950 -4668173 -1 379733790 101 24728470 557923
5000 -4668173 -1 379733789 101 24944638 680104
5050 -4668173 -1 379733788 102 25159704 802202
5100 -4668173 -1 379733787 102 25373685 924212
5150 -4668173 -1 379733787 102 25586595 1046131
5200 -4668173 -1 379733786 102 25798452 1167957
5250 -4668173 -1 379733785 102 26009271 1289685
5300 -4668173 -1 379733784 102 26219066 1411312
5350 -4668173 -1 379733783 102 26427854 1532837
5400 -4668173 -1 379733783 102 26635647 1654255
5450 -4668173 -1 379733782 102 26842460 1775565
5500 -4668173 -1 379733781 102 27048308 1896763
5550 -4668173 -1 379733780 102 27253203 2017848
5600 -4668173 -1 379733779 102 27457159 2138817
5650 -4668173 -1 379733778 102 27660188 2259668
5700 -4668173 -1 379733778 102 27862303 2380399
5750 -4668173 -1 379733777 102 28063517 2501007
5800 -4668173 -1 379733776 102 28263842 2621492
5850 -4668173 -1 379733775 102 28463289 2741852
5900 -4668173 -1 379733774 102 28661870 2862084
5950 -4668173 -1 379733773 102 28859597 2982187
6000 -4668173 -1 379733772 102 29056480 3102159
6050 -4668173 -1 379733771 102 29252531 3222000
6100 -4668173 -1 379733770 102 29447759 3341708
6150 -4668172 -1 379733770 102 29642176 3461281
6200 -4668172 -1 379733769 102 29835792 3580718
6250 -4668172 -1 379733768 102 30028617 3700019
6300 -4668172 -1 379733767 102 30220660 3819181
6350 -4668172 -1 379733766 102 30411931 3938205
6400 -4668172 -1 379733765 102 30602439 4057088
6450 -4668172 -1 379733764 102 30792195 4175831
6500 -4668172 -1 379733763 102 30981207 4294432
6550 -4668172 -1 379733762 102 31169483 4412890
6600 -4668172 -1 379733761 102 31357033 4531205
6650 -4668172 -1 379733760 102 31543866 4649375
6700 -4668172 -1 379733759 102 31729989 4767401
6750 -4668172 -1 379733758 102 31915410 4885282
6800 -4668172 -1 379733757 102 32100139 5003016
6850 -4668172 -1 379733756 102 32284183 5120604
6900 -4668172 -1 379733755 102 32467549 5238045
6950 -4668172 -1 379733754 102 32650246 5355338
7000 -4668172 -1 379733753 102 32832280 5472483
7050 -4668172 -1 379733752 102 33013660 5589479
7100 -4668172 -1 379733751 102 33194393 5706327
7150 -4668172 -1 379733750 102 33374485 5823025
7200 -4668172 -1 379733748 102 33553944 5939574
7250 -4668172 -1 379733747 102 33732776 6055973
7300 -4668172 -1 379733746 102 33910989 6172222
7350 -4668172 -1 379733745 102 34088589 6288320
7400 -4668172 -1 379733744 102 34265582 6404268
7450 -4668172 -1 379733743 102 34441975 6520064
7500 -4668172 -1 379733742 102 34617775 6635710
7550 -4668172 -1 379733741 102 34792987 6751205
7600 -4668172 -1 379733740 102 34967618 6866548
7650 -4668172 -1 379733738 102 35141673 6981740
7700 -4668172 -1 379733737 102 35315159 7096780
7750 -4668172 -1 379733736 102 35488082 7211669
7800 -4668172 -1 379733735 102 35660446 7326406
7850 -4668172 -1 379733734 102 35832258 7440991
7900 -4668172 -1 379733733 102 36003523 7555425
7950 -4668172 -1 379733731 103 36174247 7669707
8000 -4668172 -1 379733730 103 36344435 7783837
8050 -4668172 -1 379733729 103 36514093 7897815
8100 -4668172 -1 379733728 103 36683224 8011642
8150 -4668172 -1 379733727 103 36851836 8125316
8200 -4668172 -1 379733725 103 37019932 8238840
